id,company_name
220068,Arab National Bank
195476,"The ONE Group Hospitality, Inc"
206349,"AmeriServ Financial, Inc"
240250,Vontier Corp
189758,Pan American Silver Corp
240253,PharmaCyte Biotech Inc
240257,Surgepays Inc
240262,Kala Pharmaceuticals Inc
240265,Match Group Inc
240266,The Intergroup Corporation
195404,Stewart Information Services Corporation
195407,"STAG Industrial, Inc"
240273,Pioneer Bancorp Inc
240276,Mustang Bio Inc
240280,Sensus Healthcare Inc
240286,Up Fintech Holding Ltd
189773,"Workday, Inc"
195410,"SunLink Health Systems, Inc"
206940,Northstar Realty Europe Corp
195421,"Spectrum Pharmaceuticals, Inc"
195444,"Surmodics, Inc"
240316,ALSET INC. DL-001
240321,Harte Hanks Inc
240336,Western New England Bancorp Inc
191575,Telenor ASA
219060,Fibra UNO
240340,Adynxx Inc
195461,"SPS Commerce, Inc"
207389,"Lithia Motors, Inc"
240376,MDxHealth SA ADR
240381,Journey Medical Corp
240383,Precigen Inc
240386,Cyclo Therapeutics Inc
191591,"The Goldman Sachs Group, Inc"
206609,Qutoutiao Inc
195469,Sensient Technologies Corporation
207280,"Littelfuse, Inc"
240402,Aligos Therapeutics Inc
195238,"Transcontinental Realty Investors, Inc"
240405,Medirom Healthcare Technologies Inc
195478,"Switch, Inc"
240412,Rockwell Medical Inc
195492,Taoping Inc
240433,Construction Partners Inc
190027,Oshkosh Corporation
190540,"National Oilwell Varco, Inc"
240444,Permian Resources Corporation
240462,Nephros Inc
190315,Mondi plc
241821,Gray Television Inc
206003,JBG SMITH Properties
206008,Natural Health Trends Corp
193896,Azrieli Group Ltd
242622,SES AI Corp
204209,Performance Food Group Company
242630,Xerox Corp
229487,Banco Bilbao Vizcaya Argentaria SA
242649,Cytek Biosciences Inc
195512,Strattec Security Corporation
190453,ORIX Corporation
195520,STORE Capital Corporation
242684,Cyclerion Therapeutics Inc
242688,Accolade Inc
190456,"Netflix, Inc"
194096,"Verastem, Inc"
242709,ENVERIC BIOSCI.INC.DL-01
190510,Rolls-Royce Holdings plc
190521,"NextEra Energy, Inc"
242711,Onyx Acquisition I Co
242713,Flux Power Holdings Inc
242736,Arlo Technologies
242751,LEONARDO DRS INC. DL-01
242752,Local Bounti Corp
242765,TENAX THERAPEUT. DL-0001
242768,Desktop Metal Inc
242770,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc"
242781,Belong Acquisition Corp
195600,Umicore SA
242782,Vapotherm Inc
191134,Mastercard Incorporated
195750,DBV Technologies S.A
194233,"Wayne Savings Bancshares, Inc"
242784,Opera Ltd
205462,"Pro-Dex, Inc"
242801,FTAC Athena Acquisition Corp
242806,Reliv International Inc
194220,Wayfair Inc
242813,EdtechX Holdings Acquisition Corp II
242811,Yirendai Ltd
242815,Velo3D Inc
242816,Excelerate Energy Inc
242821,Northern Oil & Gas Inc
194223,Valvoline Inc
242833,Ready Capital Corp
194230,vTv Therapeutics Inc
242843,Creative Media & Community Trust Corporation
242848,Shapeways Holdings Inc.
194252,"WESCO International, Inc"
242868,Arcosa Inc
190717,"Consolidated Edison, Inc"
195189,"TG Therapeutics, Inc"
242876,PLDT Inc ADR
206124,Kosmos Energy Ltd
242877,Newhold Investment II Corp
242883,Qualtrics International Inc
242888,Lombard Medical Inc
190789,Central Garden & Pet Company
208804,Fiverr International Ltd
242891,Coliseum Acquisition Corp
190799,Meritage Homes Corporation
190821,"BlackRock, Inc"
190696,"One Liberty Properties, Inc"
196252,Kongsberg Gruppen ASA
206149,InnSuites Hospitality Trust
190847,Albemarle Corporation
190859,HDFC Bank Limited
242899,ON24 Inc
194291,United Security Bancshares
196320,Persimmon Plc
194306,"TriState Capital Holdings, Inc"
195216,Teekay Corporation
242943,AVALON GLOBOC.NEW -0001
242966,Takeda Pharmaceutical Co Ltd ADR
242990,China Automotive Systems Inc
242828,Waverley Capital Acquisition Corp 1
242829,Kernel Group Holdings Inc
189882,"Ventas, Inc"
242993,Blue Apron Holdings Inc
242997,IES Holdings Inc
194386,Univest Financial Corporation
197014,KION GROUP AG
239999,Duran Construction
243001,Helios Technologies Inc
197583,PT Indocement Tunggal Prakarsa Tbk
206220,Korn Ferry
198809,Pegatron Corporation
243007,Provention Bio Inc
243010,Kazia Therapeutics Ltd ADR
198969,SinoPac Financial Holdings Company Limited
205399,PB Financial Corporation
193656,China Power International Development Limited
243014,Cigna Corp
243015,Bayfirst Financial Corp
194438,Unico American Corporation
243016,Wyndham Hotels & Resorts Inc
205381,"GAMCO Investors, Inc"
243019,CooTek Cayman Inc
243027,Rivian Automotive Inc
242729,Coca-Cola European Partners PLC
242743,22nd Century Group Inc
242835,DP Cap Acquisition I Corp
243032,Rose Hill Acquisition Corp
243034,Rekor Systems Inc
243040,Columbia Financial Inc
203476,SCSK Corporation
243063,SeqLL Inc
243064,Morphic Holding Inc
243065,Kingstone Companies Inc
243067,Athersys Inc
243072,Grid Dynamics Holdings Inc
194926,"Smart Sand, Inc"
242842,Bridgetown Holdings Ltd
243074,HCW Biologics Inc
206277,"Audentes Therapeutics, Inc"
200967,Suzuki Motor Corporation
243082,Alithya Group inc Class A
200934,Pan Pacific International Holdings Corporation
205182,Datasea Inc
207546,LATAM Airlines Group S.A
243086,Evotec SE ADR
242747,Beam Therapeutics Inc
242756,Estre USA Inc Class A
201063,MinebeaMitsumi Inc
243091,Certara Inc
243096,SOLENO THERAPEUT. DL-001
201138,DENSO Corporation
243104,Applied Therapeutics Inc
239967,Jazz Web Solutions
243106,VerifyMe Inc
242766,Oncternal Therapeutics Inc
194139,Vector Group Ltd
243116,nVent Electric PLC
243120,Meta Materials Inc
194782,"Yum China Holdings, Inc"
223402,TVS Motor Company Limited
194829,"Shore Bancshares, Inc"
243142,Envela Corp
189851,Petroleo Brasileiro S.A. - Petrobras
201318,TIS Inc
243148,NANTHEALTH NEW DL-0001
194958,Smartsheet Inc
243154,Xeris Pharmaceuticals Inc
194318,Triton International Limited
243156,C3 Ai Inc
242845,Super League Gaming Inc
243160,Stock Yards Bancorp Inc
194970,"Select Bancorp, Inc"
242846,Sizzle Acquisition Corp
243162,ODP Corp
243182,Nymox Pharmaceutical Corp
243183,Eventbrite Inc Class A
243186,Frontdoor Inc
243187,Sharecare Inc
190466,J Sainsbury plc
243189,AudioEye Inc
243194,Moleculin Biotech Inc
243197,Athira Pharma Inc
201852,Oji Holdings Corporation
243200,F45 Training Holdings Inc
243206,Lixte Biotechnology Holdings Inc
190777,Croda International Plc
194890,"SigmaTron International, Inc"
243225,Pulmatrix Inc
243227,Commercial Vehicle Group Inc
189979,"Fiserv, Inc"
243230,Marchex Inc
194975,Sharps Compliance Corp
202082,PTT Global Chemical Public Company Limited
242849,Prime Impact Acquisition I
243233,Babcock & Wilcox Enterprises Inc
243246,Powerschool Holdings Inc
243253,Humacyte Inc
243258,InnovAge Holding Corp
243270,Smart Powerr Corp
195076,"Randolph Bancorp, Inc"
243266,Applied DNA Sciences Inc
243283,Gritstone Oncology Inc
206418,"Alaska Communications Systems Group, Inc"
202431,Central Pattana Public Company Limited
195128,The L.S. Starrett Company
202732,True Corporation Public Company Limited
205808,Farmers National Banc Corp
243298,Vivos Therapeutics Inc
195206,Terex Corporation
243351,Cosan SA ADR
243374,Fox Corp Class B
195208,"Thermon Group Holdings, Inc"
202938,MISUMI Group Inc
243376,Ginkgo Bioworks Holdings
243377,Fluent Inc
206463,Noodles & Company
243386,ModivCare Inc
243392,Ayala Pharmaceuticals Inc
243393,Molecular Templates Inc
243412,News Corp B
203225,Marubeni Corporation
243429,iQIYI Inc
203378,"NTT DOCOMO, INC"
243430,Connect Biopharma Holdings Ltd
195305,"Trinity Industries, Inc"
214110,Reynolds Consumer Products Inc
243432,Lilium NV
243441,NRX Pharmaceuticals Inc
206283,Komatsu Ltd
243457,Tile Shop Holdings Inc
243458,Beachbody Company Inc
243466,Kyndryl Holdings Inc
243473,Eliem Therapeutics Inc
243476,Origin Materials Inc
215680,Transurban Group
243478,Stronghold Digital Mining Inc
243480,Incannex Healthcare Ltd ADR
243482,Nuvation Bio Inc
215292,Epiroc AB (publ)
243486,International Media Acquisition Corp
243483,Marin Software Inc
243497,FTAC Parnassus Acquisition Corp
195329,Trend Micro Incorporated
243499,Forian Inc
206525,Aurinia Pharmaceuticals Inc
195363,Tennant Company
206546,"A10 Networks, Inc"
243500,Enfusion Inc
203631,Nippon Yusen Kabushiki Kaisha
243517,Recon Technology Ltd
194981,Semtech Corporation
203673,West Japan Railway Company
207811,"Bay Bancorp, Inc"
243524,INPIXON DL -01
243526,Contextlogic Inc
243538,iPower Inc
243539,American Outdoor Brands Inc
243542,Stagwell Inc
203732,"Hawaiian Electric Industries, Inc"
243568,Wolfspeed Inc
195428,Steel Partners Holdings L.P
203733,"HCI Group, Inc"
203745,"Cohu, Inc"
243589,Forum Energy Technologies Inc
203755,"NanoVibronix, Inc"
243591,Revolution Medicines Inc
195447,1st Source Corporation
206683,AdvanSix Inc
243595,Ricebran Tech
203763,Nordic American Tankers Limited
206708,"Alarm.com Holdings, Inc"
206744,IRSA Inversiones y Representaciones Sociedad Anonima
239976,SQM Europe
243598,E2open Parent Holdings Inc
243603,Elevation Oncology Inc
243604,Emmaus Life Sciences Inc
203767,"Nature's Sunshine Products, Inc"
243611,Ironnet Inc
243618,Angel Oak Mortgage Inc
199970,Lite-On Technology Corporation
206762,BancFirst Corporation
243620,Cue Biopharma
203783,Compass Diversified Holdings LLC
206783,ImmuCell Corporation
243622,BIMI INTL MED.NEW DL-001
206785,Canadian Apartment Properties Real Estate Investment Trust
243643,QUHUO LTD SP.ADR/10 CL.A
243648,Velodyne Lidar Inc
243672,Doma Holdings Inc
243674,Patriot Transportation Holding Inc
243677,Royalty Pharma Plc
189959,Intact Financial Corporation
190079,UnitedHealth Group Incorporated
243681,Sonida Senior Living Inc
243685,Organovo Holdings Inc
243697,Immuneering Corp
203802,GW Pharmaceuticals plc
243698,Bloom Energy Corp
243705,Cnova NV
202072,PTT Exploration and Production Public Company Limited
243711,Ocuphire Pharma Inc
203829,"The Cooper Companies, Inc"
243713,FalconStor Software Inc
206872,Anworth Mortgage Asset Corporation
242874,Golden Matrix Group Inc
243722,ZoomInfo Technologies Inc
203850,Global Cord Blood Corporation
243723,Thoughtworks Holding Inc
243725,Boxed Inc
243726,OneSpaWorld Holdings Ltd
202436,CP ALL Public Company Limited
243743,Magnite Inc
189816,Alibaba Group Holding Limited
203956,"Hill International, Inc"
243744,Inotiv Inc
189991,"The Williams Companies, Inc"
203862,CONMED Corporation
243748,Clene Inc.
243783,NeuroMetrix Inc
243788,Agile Thrpe
243790,Alvotech
243792,Plby Group Inc
243794,BioXcel Therapeutics Inc
243799,Nurix Therapeutics Inc
189833,Verint Systems Inc
203824,"Conn's, Inc"
243803,Aeye Inc
243812,TELECOM ITALIA ADR 1
243815,Capital Bancorp
243818,Sculptor Capital Management Inc
203786,"Mid-America Apartment Communities, Inc"
206994,Concord Medical Services Holdings Limited
243825,Heartbeam Inc
243826,Jiuzi Holdings Inc
243827,MamaMancini's Holdings Inc
243833,PolyPid
243834,Adc Therapeutics SA
203880,"Aerohive Networks, Inc"
242905,Terawulf Inc
243843,Douglas Elliman Inc
203890,Parkland Fuel Corporation
243857,Qilian International Holding Group Ltd
243862,Nova Ltd
243869,Cullinan Oncology LLC
243877,Keros Therapeutics Inc
243880,Imac Holdings Inc
189868,"First Midwest Bancorp, Inc"
207142,"A-Mark Precious Metals, Inc"
211161,Singapore Airlines Limited
203905,MGIC Investment Corporation
203923,"Myriad Genetics, Inc"
243885,Tarena Intl Adr
243893,BitNile Holdings Inc.
190107,"The Michaels Companies, Inc"
243900,Creative Realities Inc
207020,Amalgamated Bank
243905,Giga Media Ltd
243908,OPTIMIZERx Corp
207026,"Industrias Bachoco, S.A.B. de C.V"
203935,MYR Group Inc
207029,Integra LifeSciences Holdings Corporation
243947,Mereo BioPharma Group PLC ADR
243958,Nkarta Inc
243972,Twist Bioscience Corp
243977,UGI Corp Unit
190046,"Host Hotels & Resorts, Inc"
203959,MagnaChip Semiconductor Corporation
243978,Clarus Corp
207052,"AMC Entertainment Holdings, Inc"
243985,SPX Corp
243998,Ubiquiti Networks Inc
244011,Uber Technologies Inc
203980,The Goldfield Corporation
203984,GMS Inc
207067,Bancolombia S.A
244020,Beam Global
244022,Qurate Retail Inc Series A
244038,KULR Technology Group Inc
244047,Equitrans Midstream Corp
244052,China Jo-Jo Drugstores Inc
244054,Alpha Partners Technology Merger Corp Unit
244057,Axa Equitable Holdings Inc
244083,Meta Data Ltd
244092,Altisource Portfolio Solutions SA
203996,"PetMed Express, Inc"
244108,D-MARKET Electronic Services & Trading ADR
244113,Evoke Pharma Inc
244133,Vasta Platform Ltd
244154,CHECKPOINT THER. DL-0001
204023,Gold Resource Corporation
204197,"GoPro, Inc"
207604,"Apple Hospitality REIT, Inc"
244155,THERMOGENESIS H.INC. NEW
244161,Nine Energy Service Inc
204026,Preferred Bank
207178,"Intellia Therapeutics, Inc"
244165,Sorrento Therape
244177,Rocket Companies Inc
244199,Futu Holdings Ltd
189902,"Xenia Hotels & Resorts, Inc"
244211,Clear Channel Outdoor Holdings Inc
204039,"Guaranty Bancshares, Inc"
244217,Interlink Electronics Inc
244248,TEAM INC. DL-30
219889,Eagle Point Credit Company Inc
204046,"Charles River Laboratories International, Inc"
204054,Cross Timbers Royalty Trust
191377,Target Corporation
244261,Micro Focus International PLC ADR
190141,Ternium S.A
207227,Community Healthcare Trust Incorporated
244262,Unilever PLC ADR
244264,Crexendo Inc
244266,MIND CTI Ltd
244298,Aries I Acquisition Corp
244304,CF Bankshares Inc
244312,Third Coast Bancshares Inc
220141,Savola Group Company
195861,Groupe Bruxelles Lambert SA
244314,QUOTIENT LTD
189775,ICICI Bank Limited
244315,AVEO Pharmaceuticals Inc
244326,AvidXchange Holdings Inc
189866,American Express Company
207311,BeyondSpring Inc
199993,Acer Incorporated
207316,Aptiv PLC
244327,Duck Creek Technologies Inc
244359,Nio Inc Class A ADR
244361,nCino Inc
204123,"Advanced Disposal Services, Inc"
204125,Ferroglobe PLC
244370,Edesa Biotech Inc
204132,Gridsum Holding Inc
207378,Kythera Biopharmaceuticals Inc
204160,Canterbury Park Holding Corporation
204497,"Applied Industrial Technologies, Inc"
204169,"G1 Therapeutics, Inc"
204176,Cumberland Pharmaceuticals Inc
204182,Camden Property Trust
189972,"Charter Communications, Inc"
204208,"Group 1 Automotive, Inc"
204223,"Nexstar Media Group, Inc"
204229,"PFSweb, Inc"
207058,Information Analysis Incorporated
203885,"Misonix, Inc"
190965,"ACI Worldwide, Inc"
204265,Cortland Bancorp
190192,"Dorman Products, Inc"
205643,"Full House Resorts, Inc"
207477,"Apollo Endosurgery, Inc"
207485,"Allegiance Bancshares, Inc"
204271,"Medallia, Inc"
195487,"Sykes Enterprises, Incorporated"
195490,"Carrols Restaurant Group, Inc"
205106,Denison Mines Corp
204290,"Hill-Rom Holdings, Inc"
191152,Guangdong Investment Limited
207493,"Manhattan Bridge Capital, Inc"
204314,"Hudson Pacific Properties, Inc"
206652,"AstroNova, Inc"
191180,Huntington Bancshares Incorporated
191254,"salesforce.com, inc"
211180,Bilfinger SE
190043,UGI Corporation
191257,PVH Corp
204380,"Clean Harbors, Inc"
206978,"Prism Technologies Group, Inc"
204410,"Power Integrations, Inc"
204459,Heska Corporation
204469,"NuVasive, Inc"
207785,Anhui Conch Cement Company Limited
208210,Predictive Oncology Inc
208164,FinVolution Group
204462,"Polar Power, Inc"
190322,London Stock Exchange Group plc
205078,Dynatronics Corporation
204489,OMNOVA Solutions Inc
208485,Quantum Corporation
190329,Johnson & Johnson
204520,"MoneyGram International, Inc"
204536,"MidWestOne Financial Group, Inc"
190085,"Proofpoint, Inc"
204547,MPLX LP
208797,AB Volvo (publ)
204550,"Core Molding Technologies, Inc"
191563,Sandvik AB
204554,Marine Products Corporation
204558,Monmouth Real Estate Investment Corporation
209710,Pearl Abyss Corp
190041,Comcast Corporation
190366,Daimler AG
204586,"MobileIron, Inc"
210613,OMV Aktiengesellschaft
190385,"Neurocrine Biosciences, Inc"
210638,Fresenius SE & Co. KGaA
210645,Air Canada
190108,Tractor Supply Company
204590,"Everspin Technologies, Inc"
204602,"Photronics, Inc"
210690,Legrand SA
204617,Madison Square Garden Sports Corp
210766,Capgemini SE
210771,NorthPoint Communications Group Inc
190999,Costco Wholesale Corporation
204630,Harmonic Inc
210959,Addex Therapeutics Ltd
242861,Kingsoft Cloud Holdings Ltd
242864,Harpoon Therapeutics Inc
194208,Encore Wire Corporation
242863,CCA Industries Inc
190140,"PulteGroup, Inc"
210989,PAO NOVATEK
210994,MTN Group Limited
204677,"ClearOne, Inc"
211050,The Bidvest Group Limited
205252,ORBCOMM Inc
211207,State Bank of India
240036,iSun Inc
240038,Aris Water Solutions Inc
240040,Willscot Mobile Mini Holdings Corp A
240041,Arbe Robotics Ltd
240044,Portage Fintech Acquisition Corp
190245,Kohl's Corporation
190152,Aramark
212687,Tata Elxsi Limited
221226,Hunter Maritime Acquisition Corp
240051,Sight Sciences Inc
204754,Agree Realty Corporation
206269,Regency Centers Corporation
240061,Overseas Shipholding Group
204763,"HMN Financial, Inc"
194374,United Therapeutics Corporation
240063,Dragoneer Growth Opportunities III Corp
204786,Columbus McKinnon Corporation
240071,Trine II Acquisition Corp
204843,Element Solutions Inc
240075,AdTheorent Holding Company Inc
204860,Enel Chile S.A
204861,Enel Americas S.A
240079,Patria Investments Ltd
204866,"Orion Group Holdings, Inc"
190204,Federal National Mortgage Association
204879,"Omnicell, Inc"
215376,SIG Combibloc Group AG
240081,Paya Holdings Inc
215442,Infrastrutture Wireless Italiane S.p.A
240082,Momentus Inc
216361,Growthpoint Properties Limited
240083,Nuveen Real Asset Income and Growth Fund
240084,EZGO Technologies Ltd
216473,Woolworths Holdings Limited
240087,InterPrivate IV InfraTech Partners Inc
204917,"The Ensign Group, Inc"
240010,Parmentier Autobus NV
240012,Vanoverbeke Leen
190169,Union Pacific Corporation
240096,OPY Acquisition I Corp
218632,Lupin Limited
204918,EnerSys
219133,ITC Limited
240100,Calamos Dynamic Convertible and Income Fund
219152,Hero MotoCorp Limited
240103,Marketwise Inc
190709,Fastenal Company
190767,Intel Corporation
240105,Jasper Therapeutics Inc
219763,Principal Real Estate Income Fund
190173,Amdocs Limited
220092,Sahara International Petrochemical Company
190185,"CoreLogic, Inc"
204988,First American Financial Corporation
240118,Helius Medical Technologies Inc Class A
240120,Focus Impact Acquisition Corp
220149,Godrej Consumer Products Limited
204989,First Acceptance Corporation
240122,FTAC Hera Acquisition Corp
240123,Paymentus Holdings Inc
240124,Alzamend Neuro Inc
240125,Diana Shipping inc
229278,Allstate Corp
205033,"Dropbox, Inc"
205070,Ellington Residential Mortgage REIT
240043,Mirum Pharmaceuticals Inc
205094,OP Bancorp
205099,Opus Bank
240045,Zivo Bioscience Inc
240046,SHIFTPIXY INC. DL-0001
240069,Alpha Teknova Inc
240143,Painreform Ltd
240008,Lamco Technology
240099,Maiden Holdings Ltd
240150,Radius Global Infrastructure Inc
240153,DT Midstream Inc
240154,Gardiner Healthcare Acquisitions Corp Unit
240156,BYTE Acquisition Corp
240126,Stonex Group Inc
240160,RiverNorth Opportunities
206690,"American Assets Trust, Inc"
189837,"VeriSign, Inc"
240163,Arogo Capital Acquisition Corp
190772,Novartis AG
240164,Natural Resource Partners LP
205175,"Dover Motorsports, Inc"
205187,Old National Bancorp
240168,Skywater Technology Inc
240170,C5 Acquisition Corp
240171,Leslies Inc
240172,Green Visor Financial Technology Acquisition I Corp
205207,"Electromed, Inc"
195413,"ShotSpotter, Inc"
205241,"EMCOR Group, Inc"
240176,Hovnanian Enterprises Inc
240208,Beyond Meat Inc
205273,"OptimumBank Holdings, Inc"
190034,Terreno Realty Corporation
240180,Perdoceo Education Corp
224076,The Indian Hotels Company Limited
205300,Deluxe Corporation
205321,Office Properties Income Trust
240290,Eledon Pharmaceuticals Inc
240190,Olaplex Holdings Inc
205348,Forward Air Corporation
240354,GSI Technology Inc
240199,Equillium Inc
205364,"The Greenbrier Companies, Inc"
205377,Oaktree Strategic Income Corporation
205380,CTS Corporation
240204,Sustainable Development Acquisition I Corp
195507,Synalloy Corporation
205383,Cytosorbents Corporation
240206,Eucrates Biomedical Acquisition Corp.
189760,"FLEETCOR Technologies, Inc"
205427,"Flotek Industries, Inc"
205437,"First US Bancshares, Inc"
189785,WABCO Holdings Inc
205449,OncoCyte Corporation
205465,Gold Fields Limited
240216,Nuveen Intermediate Duration Quality Municipal Term Fund
189827,Waters Corporation
190837,Incyte Corporation
189835,"Verisk Analytics, Inc"
240219,Orion Office Reit Inc
240220,Integrated Wellness Acquisition Corp
240221,Bionomics Ltd ADR
189871,Verizon Communications Inc
205801,"Floor & Decor Holdings, Inc"
240225,Data Storage Corp
240229,ST Energy Transition I Ltd
205483,Geospace Technologies Corporation
205512,NBT Bancorp Inc
202266,Bangkok Dusit Medical Services Public Company Limited
240236,Biostage Inc
207857,Chesapeake Granite Wash Trust
240239,GeoPark Ltd
205550,Ocwen Financial Corporation
207605,Portage Biotech Inc
189984,Walmart Inc
240241,T-Mobile US Inc
189993,Credicorp Ltd
207035,American Homes 4 Rent
205582,Noble Midstream Partners LP
190000,WestRock Company
206972,"Paratek Pharmaceuticals, Inc"
240247,Puyi Inc ADR
205600,CyberArk Software Ltd
205623,"First Hawaiian, Inc"
190004,58.com Inc
203831,Adaptive Biotechnologies Corporation
190016,"West Bancorporation, Inc"
205668,Cosan Limited
190054,CME Group Inc
240258,Marqeta Inc
205684,First Commonwealth Financial Corporation
190082,"Hitachi, Ltd"
205701,CYREN Ltd
240272,PHP Ventures Acquisition Corp
205747,"First Industrial Realty Trust, Inc"
205751,PAVmed Inc
240274,Blue Whale Acquisition I Corp
190112,"Tesla, Inc"
240277,Banyan Acquisition Corp
205780,"Fiesta Restaurant Group, Inc"
205803,"FNCB Bancorp, Inc"
240288,Arco Platform 
205881,Blue Bird Corporation
240299,OppFi Inc
195615,Solvay SA
205898,IMAX Corporation
190166,Loews Corporation
240306,NEPTUNE WELLNESS SOL.
240308,Modiv Inc
190205,Panasonic Corporation
205919,Bank of South Carolina Corporation
240315,Connexa Sports Technologies Inc. Common Stock
190247,U.S. Bancorp
190251,"PepsiCo, Inc"
205953,"BioLife Solutions, Inc"
206000,Sotheby's
190304,"Yum! Brands, Inc"
240331,New Vista Acquisition Corp
209104,"USA Compression Partners, LP"
206005,"Brighthouse Financial, Inc"
240334,Nuvve Holding Corp
206056,"Blueknight Energy Partners, L.P"
206073,"Impac Mortgage Holdings, Inc"
211469,FirstRand Limited
240342,GREENLANE H. A NEW DL-01
206095,"Ring Energy, Inc"
190361,"Employers Holdings, Inc"
190380,National Bank of Canada
190389,Equifax Inc
240359,Fintech Ecosystem Development Corp Unit
240366,Atlantic Coastal Acquisition Corp II
207599,Corporacion America Airports S.A
240368,Roivant Sciences Ltd
190558,"Enphase Energy, Inc"
206201,"Brooks Automation, Inc"
190430,Brookfield Property Partners L.P
240378,Skillsoft Corp.
240380,Satellogic V Inc
190444,Devon Energy Corporation
213634,Adevinta ASA
240387,Tusimple Holdings Inc
206264,"Box, Inc"
240390,Owl Rock Capital Corp
190506,"Beazer Homes USA, Inc"
190520,Enel SpA
240397,Integrated Rail and Resources Acquisition Corp
206326,Neogen Corporation
240401,Mercury Ecommerce Acquisition Corp Unit
206334,inTEST Corporation
240403,Tio Tech A
229477,China Gas Holdings Ltd
240407,HCM Acquisition Corp
206348,"NeoGenomics, Inc"
206359,"Inovalon Holdings, Inc"
206373,"AAON, Inc"
240416,American Well Corp
240422,Sculptor Acquisition Corp I
240426,Gogoro Inc
190398,International Paper Company
211716,Nemetschek SE
224079,Britannia Industries Limited
206444,"Antares Pharma, Inc"
191065,Danone S.A
240437,G MED.INNOV.HLDGS
190573,The Cato Corporation
190592,"Brinker International, Inc"
240442,Sotera Health Co
206533,"Atwood Oceanics, Inc"
240447,Hong Yuan Holding Group
190608,"Bio-Rad Laboratories, Inc"
206544,AudioCodes Ltd
240452,JE Cleantech Holdings Ltd
206568,"Innovative Solutions and Support, Inc"
240460,Vinci Partners Investments Ltd
205432,Permian Basin Royalty Trust
205451,Fortis Inc
190585,Biogen Inc
216633,Bid Corporation Limited
190345,"JinkoSolar Holding Co., Ltd"
191098,Masco Corporation
190664,"Berry Global Group, Inc"
190669,"Zendesk, Inc"
190671,"Franklin Resources, Inc"
207043,"Chiasma, Inc"
190702,Omnicom Group Inc
190545,Anheuser-Busch InBev SA/NV
194988,"Summit Financial Group, Inc"
190739,"Micron Technology, Inc"
206604,Balchem Corporation
190868,AeroCentury Corp
206689,Natus Medical Incorporated
206702,Nexa Resources S.A
208828,Futu Holdings Limited
205860,"Funko, Inc"
206734,Associated Banc-Corp
190019,"Banco Bilbao Vizcaya Argentaria, S.A"
205978,"Black Knight, Inc"
194999,Retail Opportunity Investments Corp
190695,Admiral Group plc
190843,Cooper Tire & Rubber Company
206791,Canadian Utilities Limited
206805,"Insperity, Inc"
190866,China Petroleum & Chemical Corporation
190882,EchoStar Corporation
190888,SBA Communications Corporation
242908,Viscogliosi Brothers Acquisition
239952,Hire Technologies Inc
206878,"Akcea Therapeutics, Inc"
189943,"bebe stores, inc"
190931,Southern Copper Corporation
206950,North European Oil Royalty Trust
190956,Coty Inc
190958,"Redwood Trust, Inc"
206954,CONSOL Coal Resources LP
206917,"CBRE Group, Inc"
206981,"Northrim BanCorp, Inc"
239984,Willemen
193593,HK Electric Investments and HK Electric Investments Limited
207089,IAC/InterActiveCorp
190272,"Grupo Aeroportuario del Pacifico, S.A.B. de C.V"
191236,"Standard Motor Products, Inc"
190705,Anglo American plc
191329,"Revlon, Inc"
190795,Ecopetrol S.A
206784,"Condor Hospitality Trust, Inc"
191084,Danaos Corporation
211579,Keppel Corporation Limited
190142,"Twitter, Inc"
190369,Brixmor Property Group Inc
207189,American National Bankshares Inc
215289,EQT AB (publ)
190202,Astronics Corporation
207202,"Ameresco, Inc"
190284,Forestar Group Inc
207339,Lennox International Inc
191202,Archer-Daniels-Midland Company
205285,EuroDry Ltd
243051,Samsara Inc
243052,BioPlus Acquisition Corp
207426,"Burlington Stores, Inc"
191311,Toyota Motor Corporation
208319,"India Globalization Capital, Inc"
191364,Genuine Parts Company
207541,"Industrial Services of America, Inc"
205472,Owens Corning
243740,Advanced Human Imaging Ltd ADR
205619,Frank's International N.V
211218,Schibsted ASA
191073,"Ryder System, Inc"
189810,Bank of America Corporation
191407,"Applied Optoelectronics, Inc"
204078,"Corvus Pharmaceuticals, Inc"
194423,"Uni-Pixel, Inc"
207707,Deutsche Lufthansa AG
207727,Armata Pharmaceuticals Inc
207782,"NewCardio, Inc"
196280,Orkla ASA
191447,Amphenol Corporation
204553,"Medical Properties Trust, Inc"
207482,Phillips 66 Partners LP
191151,"Selective Insurance Group, Inc"
210625,Lonza Group Ltd
194146,"Meridian Bioscience, Inc"
210894,Clicks Group Limited
194219,Wabtec Corporation
191530,"Golub Capital BDC, Inc"
190853,Star Bulk Carriers Corp
204138,"Catalyst Pharmaceuticals, Inc"
204157,"PGT Innovations, Inc"
191444,Regions Financial Corporation
191557,BlackRock TCP Capital Corp
191294,Magna International Inc
212619,Trent Limited
212630,Pidilite Industries Limited
191396,Alfa Laval AB (publ)
193540,KWG Group Holdings Limited
194124,"Veritone, Inc"
213261,Sika AG
190985,"Ruth's Hospitality Group, Inc"
191123,Great-West Lifeco Inc
203173,Shimadzu Corporation
194287,"United Bancshares, Inc"
218645,Marico Limited
218810,Forum Merger II Corporation
220087,Almarai Company
190686,"B&G Foods, Inc"
215662,Gecina SA
220890,SoftBank Corp
222219,"PHI, Inc"
